ID,Name,Gene Name,GenBank Protein ID,GenBank Gene ID,UniProt ID,Uniprot Title,PDB ID,GeneCard ID,GenAtlas ID,HGNC ID,Species,Drug IDs
P33402,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,31671,X63282,P33402,GCYA2_HUMAN,,GUCY1A2,,GNC:4684,Human,DB00435; DB01020
P0AD65,Penicillin-binding protein 2,mrdA,42314,X04516,P0AD65,PBP2_ECOLI,,mrdA,,"",Escherichia coli (strain K12),DB00303; DB00438; DB00948; DB01163; DB01327; DB01328; DB01329; DB01413; DB01415; DB01598
Q9Y2I1,Nischarin,NISCH,3462807,AF082516,Q9Y2I1,NISCH_HUMAN,,NISCH,,GNC:18006,Human,DB00697; DB08838
O14649,Potassium channel subfamily K member 3,KCNK3,2465542,AF006823,O14649,KCNK3_HUMAN,,KCNK3,,GNC:6278,Human,DB00561; DB01159
Q9NPC2,Potassium channel subfamily K member 9,KCNK9,7546843,AF212829,Q9NPC2,KCNK9_HUMAN,,KCNK9,,GNC:6283,Human,DB00561; DB01159
P30926,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,1458126,U62439,P30926,ACHB4_HUMAN,,CHRNB4,,GNC:1964,Human,DB00184; DB00514; DB00674; DB01090; DB01227
P32297,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,177898,M86383,P32297,ACHA3_HUMAN,,CHRNA3,,GNC:1957,Human,DB00184; DB00514; DB00674; DB00848; DB01090; DB01156; DB01227; DB01273; DB09028
P30532,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,177926,M83712,P30532,ACHA5_HUMAN,,CHRNA5,,GNC:1959,Human,DB00184; DB00674
Q15825,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,1458118,U62435,Q15825,ACHA6_HUMAN,,CHRNA6,,GNC:15963,Human,DB00184; DB00674; DB01273; DB09028
Q05901,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,1458124,U62438,Q05901,ACHB3_HUMAN,,CHRNB3,,GNC:1963,Human,DB00184; DB00674
P12104,"Fatty acid-binding protein, intestinal",FABP2,46854681,BC069466,P12104,FABPI_HUMAN,,FABP2,,GNC:3556,Human,DB01050
P18507,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,31637,X15376,P18507,GBRG2_HUMAN,,GABRG2,,GNC:4087,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01205; DB01215; DB01381; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,193783776,AK122845,Q8N1C3,GBRG1_HUMAN,,GABRG1,,GNC:4086,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
Q99928,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,1754749,S82769,Q99928,GBRG3_HUMAN,,GABRG3,,GNC:4088,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P78334,Gamma-aminobutyric acid receptor subunit epsilon,GABRE,1857126,U66661,P78334,GBRE_HUMAN,,GABRE,,GNC:4085,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
O00591,Gamma-aminobutyric acid receptor subunit pi,GABRP,2197001,U95367,O00591,GBRP_HUMAN,,GABRP,,GNC:4089,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
Q9UN88,Gamma-aminobutyric acid receptor subunit theta,GABRQ,7861736,AF189259,Q9UN88,GBRT_HUMAN,,GABRQ,,GNC:14454,Human,DB00231; DB00683; DB00690; DB00829; DB00842; DB00897; DB01558; DB01595
P28476,Gamma-aminobutyric acid receptor subunit rho-2,GABRR2,456428,M86868,P28476,GBRR2_HUMAN,,GABRR2,,GNC:4091,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
O14764,Gamma-aminobutyric acid receptor subunit delta,GABRD,2388693,AF016917,O14764,GBRD_HUMAN,,GABRD,,GNC:4084,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
A9UF02,BCR/ABL fusion protein isoform X9,BCR/ABL fusion,162135198,EU216066,A9UF02,A9UF02_HUMAN,,BCR/ABL fusion,,GNC:76,Human,DB00619
P00709,Alpha-lactalbumin,LALBA,,,P00709,LALBA_HUMAN,,,,,Human,DB03796
P29034,Protein S100-A2,S100A2,,M87068,P29034,S10A2_HUMAN,,S100A2,,GNC:10492,Human,DB00768
Q9NZV8,Potassium voltage-gated channel subfamily D member 2,KCND2,4530478,AF121104,Q9NZV8,KCND2_HUMAN,,KCND2,,GNC:6238,Human,DB00280; DB00321; DB00458; DB06637
Q9UK17,Potassium voltage-gated channel subfamily D member 3,KCND3,2935434,AF048712,Q9UK17,KCND3_HUMAN,,KCND3,,GNC:6239,Human,DB00280; DB00321; DB00458; DB06637
Q16620,BDNF/NT-3 growth factors receptor,NTRK2,530791,U12140,Q16620,NTRK2_HUMAN,,NTRK2,,GNC:8032,Human,DB00321
P51857,3-oxo-5-beta-steroid 4-dehydrogenase,AKR1D1,431857,Z28339,P51857,AK1D1_HUMAN,,AKR1D1,,GNC:388,Human,DB00548; DB01216; DB07447; DB07557
P33260,Cytochrome P450 2C18,CYP2C18,,M61853,P33260,CP2CI_HUMAN,,CYP2C18,,GNC:2620,Human,DB07670
Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,7229086,AB036063,Q7LG56,RIR2B_HUMAN,,RRM2B,,GNC:17296,Human,DB00242
Q07864,DNA polymerase epsilon catalytic subunit A,POLE,3192938,L09561,Q07864,DPOE1_HUMAN,,POLE,,GNC:9177,Human,DB00242
P56282,DNA polymerase epsilon subunit 2,POLE2,2697123,AF025840,P56282,DPOE2_HUMAN,,POLE2,,GNC:9178,Human,DB00242
Q9NR33,DNA polymerase epsilon subunit 4,POLE4,21411517,BC031331,Q9NR33,DPOE4_HUMAN,,POLE4,,GNC:18755,Human,DB00242
Q9NRF9,DNA polymerase epsilon subunit 3,POLE3,8100806,AF226077,Q9NRF9,DPOE3_HUMAN,,POLE3,,GNC:13546,Human,DB00242
Q53707,MecA PBP2' (penicillin binding protein 2'),mecA,46611,X52593,Q53707,Q53707_STAAU,,mecA,,"",Staphylococcus aureus,DB00417; DB01332; DB01603
A8MPY1,Gamma-aminobutyric acid receptor subunit rho-3,GABRR3,,AC026100,A8MPY1,GBRR3_HUMAN,,GABRR3,,GNC:17969,Human,DB00231; DB00546; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595
P07098,Gastric triacylglycerol lipase,LIPF,758063,X05997,P07098,LIPG_HUMAN,,LIPF,,GNC:6622,Human,DB01083; DB02457
P08149,Penicillin-binding protein 2,penA,150279,M32091,P08149,PBP2_NEIGO,,penA,,"",Neisseria gonorrhoeae,DB00535
Q60FT7,PBP3,pbp3,,,Q60FT7,Q60FT7_HAEIF,,pbp3,,"",Haemophilus influenzae,DB00535
P11717,Cation-independent mannose-6-phosphate receptor,IGF2R,33055,Y00285,P11717,MPRI_HUMAN,,IGF2R,,GNC:5467,Human,DB01277; DB02900
P0A3M6,Penicillin-binding protein 2B,penA,984233,X16022,P0A3M6,PBP2_STRR6,,penA,,"",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB00319; DB00415; DB00456; DB00485; DB00493; DB00567; DB00607; DB00713; DB00739; DB01066; DB01140; DB01163; DB01212; DB01331; DB01603; DB03313; DB08795
P07451,Carbonic anhydrase 3,CA3,189053812,AK313254,P07451,CAH3_HUMAN,,CA3,,GNC:1374,Human,DB00819; DB00909; DB08846
P35218,"Carbonic anhydrase 5A, mitochondrial",CA5A,306483,L19297,P35218,CAH5A_HUMAN,,CA5A,,GNC:1377,Human,DB00909; DB01194; DB03385; DB08846
Q9Y2D0,"Carbonic anhydrase 5B, mitochondrial",CA5B,4587223,AB021660,Q9Y2D0,CAH5B_HUMAN,,CA5B,,GNC:1378,Human,DB00909; DB08846
P23280,Carbonic anhydrase 6,CA6,,,P23280,CAH6_HUMAN,,,,,Human,DB00909; DB06795; DB08846
P43166,Carbonic anhydrase 7,CA7,28192445,AY075019,P43166,CAH7_HUMAN,,CA7,,GNC:1381,Human,DB00311; DB00703; DB00819; DB00909; DB01144; DB08846
P35219,Carbonic anhydrase-related protein,CA8,5069431,L04656,P35219,CAH8_HUMAN,,CA8,,GNC:1382,Human,DB00909
Q9NS85,Carbonic anhydrase-related protein 10,CA10,9229883,AB036836,Q9NS85,CAH10_HUMAN,,CA10,,GNC:1369,Human,DB00909
O75493,Carbonic anhydrase-related protein 11,CA11,3283386,AF067662,O75493,CAH11_HUMAN,,CA11,,GNC:1370,Human,DB00909
Q8N1Q1,Carbonic anhydrase 13,CA13,21754549,AK095314,Q8N1Q1,CAH13_HUMAN,,CA13,,GNC:14914,Human,DB00909; DB07115
Q9ULX7,Carbonic anhydrase 14,CA14,6009640,AB025904,Q9ULX7,CAH14_HUMAN,,CA14,,GNC:1372,Human,DB00819; DB00909; DB08846
Q07699,Sodium channel subunit beta-1,SCN1B,307415,L10338,Q07699,SCN1B_HUMAN,,SCN1B,,GNC:10586,Human,DB00909
O60939,Sodium channel subunit beta-2,SCN2B,3309111,AF007783,O60939,SCN2B_HUMAN,,SCN2B,,GNC:10589,Human,DB00909
Q9NY72,Sodium channel subunit beta-3,SCN3B,7160975,AJ243396,Q9NY72,SCN3B_HUMAN,,SCN3B,,GNC:20665,Human,DB00909
Q8IWT1,Sodium channel subunit beta-4,SCN4B,27465047,AY149967,Q8IWT1,SCN4B_HUMAN,,SCN4B,,GNC:10592,Human,DB00909
Q8TCC7,Solute carrier family 22 member 8,SLC22A8,4378059,AF097491,Q8TCC7,S22A8_HUMAN,,SLC22A8,,GNC:10972,Human,DB01032
P60723,50S ribosomal protein L4,rplD,42826,X02613,P60723,RL4_ECOLI,,rplD,,"",Escherichia coli (strain K12),DB01361
P49228,50S ribosomal protein L32,rpmF,970089,D63900,P49228,RL32_DEIRA,,rpmF,,"",Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422),DB01361
Q5SHN7,30S ribosomal protein S10,rpsJ,1022792,U36504,Q5SHN7,RS10_THET8,,rpsJ,,"",Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579),DB01421; DB08185
P08506,D-alanyl-D-alanine carboxypeptidase DacC,dacC,41218,X06480,P08506,DACC_ECOLI,,dacC,,"",Escherichia coli (strain K12),DB00274; DB00303; DB00430; DB01329; DB01331
Q07806,Penicillin-binding protein 1A,mrcA,1763284,U73780,Q07806,PBPA_PSEAE,,mrcA,,"",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB00430; DB01329
Q9X6W0,Penicillin-binding protein 1B,ponB,4887211,AF147449,Q9X6W0,Q9X6W0_PSEAI,,ponB,,"",Pseudomonas aeruginosa,DB00430; DB00438; DB01329
Q70KI2,Penicillin-binding protein 2,pbpA,52214157,AP006841,Q70KI2,Q70KI2_BACFG,,pbpA,,"",Bacteroides fragilis,DB00923; DB01326
P09238,Stromelysin-2,MMP10,36629,X07820,P09238,MMP10_HUMAN,,MMP10,,GNC:7156,Human,DB00786; DB08271
P09237,Matrilysin,MMP7,35799,X07819,P09237,MMP7_HUMAN,,MMP7,,GNC:7174,Human,DB00786; DB08170; DB08489; DB08493
P24347,Stromelysin-3,MMP11,456257,X57766,P24347,MMP11_HUMAN,,MMP11,,GNC:7157,Human,DB00786; DB04318
P50281,Matrix metalloproteinase-14,MMP14,793763,D26512,P50281,MMP14_HUMAN,,MMP14,,GNC:7160,Human,DB00786
P51511,Matrix metalloproteinase-15,MMP15,963056,Z48482,P51511,MMP15_HUMAN,,MMP15,,GNC:7161,Human,DB00786
Q9ULZ9,Matrix metalloproteinase-17,MMP17,18413635,AB021225,Q9ULZ9,MMP17_HUMAN,,MMP17,,GNC:7163,Human,DB00786
Q99542,Matrix metalloproteinase-19,MMP19,1702930,Y08622,Q99542,MMP19_HUMAN,,MMP19,,GNC:7165,Human,DB00786
O60882,Matrix metalloproteinase-20,MMP20,3005946,Y12779,O60882,MMP20_HUMAN,,MMP20,,GNC:7167,Human,DB00786; DB08271
Q8N119,Matrix metalloproteinase-21,MMP21,22134532,AF331526,Q8N119,MMP21_HUMAN,,MMP21,,GNC:14357,Human,DB00786
O75900,Matrix metalloproteinase-23,MMP23A,3650496,AF056200,O75900,MMP23_HUMAN,,MMP23A,,GNC:7170,Human,DB00786
Q9Y5R2,Matrix metalloproteinase-24,MMP24,5381386,AF131284,Q9Y5R2,MMP24_HUMAN,,MMP24,,GNC:7172,Human,DB00786
Q9NPA2,Matrix metalloproteinase-25,MMP25,8546817,AJ239053,Q9NPA2,MMP25_HUMAN,,MMP25,,GNC:14246,Human,DB00786
Q9NRE1,Matrix metalloproteinase-26,MMP26,8843950,AF230354,Q9NRE1,MMP26_HUMAN,,MMP26,,GNC:14249,Human,DB00786
Q9H306,Matrix metalloproteinase-27,MMP27,11066090,AF195192,Q9H306,MMP27_HUMAN,,MMP27,,GNC:14250,Human,DB00786
Q9H239,Matrix metalloproteinase-28,MMP28,11935132,AF315683,Q9H239,MMP28_HUMAN,,MMP28,,GNC:14366,Human,DB00786
P0A8T7,DNA-directed RNA polymerase subunit beta',rpoC,42814,V00339,P0A8T7,RPOC_ECOLI,,rpoC,,"",Escherichia coli (strain K12),DB00615; DB01045
P0AG59,30S ribosomal protein S14,rpsN,809690,X01563,P0AG59,RS14_ECOLI,,rpsN,,"",Escherichia coli (strain K12),DB00560; DB00759
P0A7S9,30S ribosomal protein S13,rpsM,581217,X02543,P0A7S9,RS13_ECOLI,,rpsM,,"",Escherichia coli (strain K12),DB00560
P0A7U3,30S ribosomal protein S19,rpsS,42826,X02613,P0A7U3,RS19_ECOLI,,rpsS,,"",Escherichia coli (strain K12),DB00560; DB00759
Q9UJT1,Tubulin delta chain,TUBD1,6457580,AF201333,Q9UJT1,TBD_HUMAN,,TUBD1,,GNC:16811,Human,DB00570
Q9UJT0,Tubulin epsilon chain,TUBE1,6457582,AF201334,Q9UJT0,TBE_HUMAN,,TUBE1,,GNC:20775,Human,DB00570
P23258,Tubulin gamma-1 chain,TUBG1,183703,M61764,P23258,TBG1_HUMAN,,TUBG1,,GNC:12417,Human,DB00570
O60658,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A",PDE8A,16417190,AF388183,O60658,PDE8A_HUMAN,,PDE8A,,GNC:8793,Human,DB00920; DB07954
O95263,"High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B",PDE8B,32261241,AY129948,O95263,PDE8B_HUMAN,,PDE8B,,GNC:8794,Human,DB00920
Q96RD7,Pannexin-1,PANX1,3661616,AF093239,Q96RD7,PANX1_HUMAN,,PANX1,,GNC:8599,Human,DB01032
P44345,50S ribosomal protein L4,rplD,3212176,L42023,P44345,RL4_HAEIN,,rplD,,"",Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB01321
P35869,Aryl hydrocarbon receptor,AHR,533324,D16354,P35869,AHR_HUMAN,,AHR,,GNC:348,Human,DB00379; DB00393; DB00499; DB01076; DB01097; DB01404
P11474,Steroid hormone receptor ERR1,ESRRA,36609,X51416,P11474,ERR1_HUMAN,,ESRRA,,GNC:3471,Human,DB00197; DB06833
P76577,Penicillin-binding protein 1C,pbpC,1850613,U88571,P76577,PBPC_ECOLI,,pbpC,,"",Escherichia coli (strain K12),DB01327
P72524,DNA gyrase subunit A,gyrA,14971465,AE005672,P72524,GYRA_STRPN,,gyrA,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
P0A4L9,DNA gyrase subunit B,gyrB,1052803,X83917,P0A4L9,GYRB_STRPN,,gyrB,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
P72525,DNA topoisomerase 4 subunit A,parC,1490399,Z67739,P72525,PARC_STRPN,,parC,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044; DB06771
Q59961,DNA topoisomerase 4 subunit B,parE,1490399,Z67739,Q59961,PARE_STRPN,,parE,,"",Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),DB01044
Q15788,Nuclear receptor coactivator 1,NCOA1,1480646,U59302,Q15788,NCOA1_HUMAN,,NCOA1,,GNC:7668,Human,DB01645; DB04652; DB06832; DB06875; DB06908; DB06927; DB07009; DB07080; DB07119; DB07150; DB07198; DB07215; DB07230; DB07236; DB07530; DB07557; DB07724; DB08220; DB08231; DB08742; DB08915
Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3,PIK3C3,987948,Z46973,Q8NEB9,PK3C3_HUMAN,,PIK3C3,,GNC:8974,Human,DB06836
Q9UNA0,A disintegrin and metalloproteinase with thrombospondin motifs 5,ADAMTS5,5733438,AF142099,Q9UNA0,ATS5_HUMAN,,ADAMTS5,,GNC:221,Human,DB03880; DB06837; DB06945
P63092,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,GNAS,31915,X04408,P63092,GNAS2_HUMAN,,GNAS,,GNC:4392,Human,DB02587; DB06843
Q08462,Adenylate cyclase type 2,ADCY2,33150814,AF410885,Q08462,ADCY2_HUMAN,,ADCY2,,GNC:233,Human,DB02587; DB06843
O95622,Adenylate cyclase type 5,ADCY5,22212711,AF497517,O95622,ADCY5_HUMAN,,ADCY5,,GNC:236,Human,DB02587; DB06843
P20248,Cyclin-A2,CCNA2,30307,X51688,P20248,CCNA2_HUMAN,,CCNA2,,GNC:1578,Human,DB02091; DB02407; DB02833; DB02915; DB06844; DB06944; DB06948; DB07126; DB07137; DB07164; DB07203; DB07471; DB07533; DB07534; DB07538; DB07539; DB07562; DB07688; DB07852; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241; DB08248; DB08285; DB08309; DB08355; DB08463; DB08527; DB08572; DB08694
Q2YY41,Dihydrofolate reductase,dfrB,82655309,AJ938182,Q2YY41,Q2YY41_STAAB,,dfrB,,"",Staphylococcus aureus (strain bovine RF122 / ET3-1),DB06847; DB07140; DB07142; DB07153; DB08234
Q15661,Tryptase alpha/beta-1,TPSAB1,339981,M33491,Q15661,TRYB1_HUMAN,,TPSAB1,,GNC:12019,Human,DB06848; DB06849
Q3JUV5,Inorganic pyrophosphatase,ppa,76580589,CP000124,Q3JUV5,Q3JUV5_BURP1,,ppa,,"",Burkholderia pseudomallei (strain 1710b),DB06851; DB07291
P0C5C2,Cyclopropane mycolic acid synthase 1,cmaA1,,,P0C5C2,CMAS1_MYCTU,,,,,Mycobacterium tuberculosis,DB01718
Q13526,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,PIN1,1332710,U49070,Q13526,PIN1_HUMAN,,PIN1,,GNC:8988,Human,DB01766; DB06867
Q15596,Nuclear receptor coactivator 2,NCOA2,1877215,X97674,Q15596,NCOA2_HUMAN,,NCOA2,,GNC:7669,Human,DB01645; DB02998; DB06871; DB06898; DB07080; DB07086; DB07087; DB07195; DB07678; DB07707; DB07708; DB07712; DB07863; DB07932; DB08047; DB08048; DB08175; DB08320; DB08398; DB08402; DB08595; DB08601; DB08773
Q5L1E2,"2,3-diketo-5-methylthiopentyl-1-phosphate enolase",mtnW,56378378,BA000043,Q5L1E2,MTNW_GEOKA,,mtnW,,"",Geobacillus kaustophilus (strain HTA426),DB06881
P48552,Nuclear receptor-interacting protein 1,NRIP1,940539,X84373,P48552,NRIP1_HUMAN,,NRIP1,,GNC:8001,Human,DB06884
P00781,Subtilisin DY,apr,,,P00781,SUBD_BACLI,,apr,,"",Bacillus licheniformis,DB06886
Q9I5I9,SDS hydrolase SdsA1,sdsA1,9945819,AE004091,Q9I5I9,Q9I5I9_PSEAE,,sdsA1,,"",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB06893; DB06894
P53350,Serine/threonine-protein kinase PLK1,PLK1,393017,U01038,P53350,PLK1_HUMAN,,PLK1,,GNC:9077,Human,DB06897; DB06963; DB07186; DB07789; DB08059
Q16651,Prostasin,PRSS8,862305,L41351,Q16651,PRSS8_HUMAN,,PRSS8,,GNC:9491,Human,DB06900
P08217,Chymotrypsin-like elastase family member 2A,CELA2A,182023,M16631,P08217,CEL2A_HUMAN,,CELA2A,,GNC:24609,Human,DB06901
Q82IZ1,1-deoxypentalenic acid 11-beta-hydroxylase,ptlH,29603637,BA000030,Q82IZ1,PTLH_STRAW,,ptlH,,"",Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NCIMB 12804 / NRRL 8165 / MA-4680),DB06903
Q13362,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,PPP2R5C,1203812,U37352,Q13362,2A5G_HUMAN,,PPP2R5C,,GNC:9311,Human,DB02506; DB06905
P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,178663,M31786,P30153,2AAA_HUMAN,,PPP2R1A,,GNC:9302,Human,DB02506; DB06905
P61626,Lysozyme C,LYZ,,,P61626,LYSC_HUMAN,,,,,Human,DB00128; DB02250; DB02759; DB02772; DB03006; DB03013; DB03120; DB03175; DB03189; DB03487; DB03967; DB04194; DB04268; DB06912
Q99AU2,Genome polyprotein,"",12831193,AF333324,Q99AU2,Q99AU2_9HEPC,,,,"",Hepatitis C virus subtype 1b,DB06913; DB07085; DB07185; DB07273; DB07275; DB07547; DB07770; DB08556
P15085,Carboxypeptidase A1,CPA1,35330,X67318,P15085,CBPA1_HUMAN,,CPA1,,GNC:2296,Human,DB02494; DB02652; DB03012; DB03201; DB03441; DB04058; DB04316; DB06924; DB07351; DB07484; DB07506; DB08368; DB08762
P78536,Disintegrin and metalloproteinase domain-containing protein 17,ADAM17,1857673,U86755,P78536,ADA17_HUMAN,,ADAM17,,GNC:195,Human,DB06943; DB07079; DB07121; DB07145; DB07147; DB07189; DB07233; DB07964
Q8GMG0,"MIO-dependent tyrosine 2,3-aminomutase","",24575077,AY048670,Q8GMG0,TAM_STRGL,,,,"",Streptomyces globisporus,DB06946
P31151,Protein S100-A7,S100A7,190668,M86757,P31151,S10A7_HUMAN,,S100A7,,GNC:10497,Human,DB04474
Q5G940,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ,fabZ,56684725,AY725427,Q5G940,Q5G940_HELPX,,fabZ,,"",Helicobacter pylori,DB04216; DB06949; DB06950; DB06978; DB07044; DB07097; DB07098; DB07352; DB07715; DB08517
Q9UNI1,Chymotrypsin-like elastase family member 1,CELA1,4731318,AF120493,Q9UNI1,CELA1_HUMAN,,CELA1,,GNC:3308,Human,DB01844; DB02114; DB02341; DB03202; DB03702; DB03757; DB03890; DB03925; DB06951; DB07433; DB07955; DB07956; DB07957; DB08007; DB08614; DB08640; DB08641
Q51948,2-hydroxychromene-2-carboxylate isomerase,nahD,483791,U09057,Q51948,NAHD_PSEPU,,nahD,,"",Pseudomonas putida,DB06952; DB08636; DB08637
Q83WG3,Cytochrome P450,staP,27753571,AB088119,Q83WG3,Q83WG3_9ACTO,,staP,,"",Streptomyces sp. TP-A0274,DB06955; DB07588
P17612,cAMP-dependent protein kinase catalytic subunit alpha,PRKACA,35479,X07767,P17612,KAPCA_HUMAN,,PRKACA,,GNC:9380,Human,DB01919; DB01940; DB02155; DB02440; DB02482; DB02611; DB03374; DB04098; DB04522; DB04530; DB04707; DB06959; DB06977; DB07107; DB07124; DB07204; DB07235; DB07458; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08162; DB08231; DB08568; DB08569; DB08756; DB08846
P61925,cAMP-dependent protein kinase inhibitor alpha,PKIA,243494,S76965,P61925,IPKA_HUMAN,,PKIA,,GNC:9017,Human,DB03374; DB04707; DB06959; DB07107; DB07204; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08162; DB08231; DB08568; DB08569; DB08756
Q9I596,Neutral ceramidase,PA0845,6594292,AB028646,Q9I596,NCASE_PSEAE,,,,"",Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),DB06960
P22088,Lipase,lipA,557867,M58494,P22088,LIP_BURCE,,lipA,,"",Burkholderia cepacia,DB06965; DB06966; DB07990; DB08419
Q8DNV6,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,murF,15457529,AE007317,Q8DNV6,Q8DNV6_STRR6,,murF,,"",Streptococcus pneumoniae (strain ATCC BAA-255 / R6),DB06970
Q9UJM8,Hydroxyacid oxidase 1,HAO1,7530485,AF244134,Q9UJM8,HAOX1_HUMAN,,HAO1,,GNC:4809,Human,DB02164; DB02279; DB03064; DB03247; DB03884; DB04374; DB06979; DB07060; DB07907
P63208,S-phase kinase-associated protein 1,SKP1,995824,U33760,P63208,SKP1_HUMAN,,SKP1,,GNC:10899,Human,DB01750; DB06980; DB06981; DB06982; DB07950
Q9NZK7,Group IIE secretory phospholipase A2,PLA2G2E,7108923,AF189279,Q9NZK7,PA2GE_HUMAN,,PLA2G2E,,GNC:13414,Human,DB00233; DB01955; DB02448; DB02636; DB02758; DB02795; DB03585; DB04077; DB04725; DB04743; DB06987; DB07500; DB07950; DB07958; DB08447
P23467,Receptor-type tyrosine-protein phosphatase beta,PTPRB,35788,X54131,P23467,PTPRB_HUMAN,,PTPRB,,GNC:9665,Human,DB06989; DB07068; DB07127; DB08678
P13051,Uracil-DNA glycosylase,UNG,37599,X15653,P13051,UNG_HUMAN,,UNG,,GNC:12572,Human,DB06990; DB07116; DB07760
P0A988,DNA polymerase III subunit beta,dnaN,145759,J01602,P0A988,DPO3B_ECOLI,,dnaN,,"",Escherichia coli (strain K12),DB06998
P45984,Mitogen-activated protein kinase 9,MAPK9,598183,L31951,P45984,MK09_HUMAN,,MAPK9,,GNC:6886,Human,DB07020
P43813,DNA ligase,ligA,3212176,L42023,P43813,DNLJ_HAEIN,,ligA,,"",Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),DB07041
Q99933,BAG family molecular chaperone regulator 1,BAG1,1143476,Z35491,Q99933,BAG1_HUMAN,,BAG1,,GNC:937,Human,DB07045
P11142,Heat shock cognate 71 kDa protein,HSPA8,11526573,AB034951,P11142,HSP7C_HUMAN,,HSPA8,,GNC:5241,Human,DB07045
P60176,Adenosylhomocysteinase,ahcY,2076674,BX842582,P60176,SAHH_MYCTU,,ahcY,,"",Mycobacterium tuberculosis,DB07052
P61769,Beta-2-microglobulin,B2M,27763813,AY187687,P61769,B2MG_HUMAN,,B2M,,GNC:914,Human,DB02740; DB04464
